表訂時間,往來地點中文,航空公司,航班狀態,實際時間
2025/5/10 0:55,名古屋,樂桃航空,已到Arrived,2025/5/10 0:58
2025/5/10 1:00,馬尼拉,宿霧太平洋航空,已到Arrived,2025/5/10 0:55
2025/5/10 1:00,東京,樂桃航空,已到Arrived,2025/5/10 0:49
2025/5/10 1:30,馬尼拉,菲律賓亞洲航空,已到Arrived,2025/5/10 1:27
2025/5/10 1:30,大阪/關西,捷星日本航空,已到Arrived,2025/5/10 1:51
2025/5/10 1:40,東京,捷星日本航空,已到Arrived,2025/5/10 1:39
2025/5/10 2:15,仁川,臺灣虎航,已到Arrived,2025/5/10 2:10
,,,,
2025/5/10 4:05,舊金山,聯合航空,已到Arrived,2025/5/10 3:53
2025/5/10 4:10,西雅圖,長榮航空,已到Arrived,2025/5/10 3:56
2025/5/10 4:55,西雅圖,中華航空,已到Arrived,2025/5/10 4:47
2025/5/10 4:55,洛杉磯,星宇航空,已到Arrived,2025/5/10 5:28
2025/5/10 4:55,西雅圖,星宇航空,已到Arrived,2025/5/10 4:46
2025/5/10 5:00,洛杉磯,中華航空,已到Arrived,2025/5/10 4:48
2025/5/10 5:00,芝加哥,長榮航空,已到Arrived,2025/5/10 4:34
2025/5/10 5:05,舊金山,星宇航空,已到Arrived,2025/5/10 5:22
2025/5/10 5:10,洛杉磯,長榮航空,已到Arrived,2025/5/10 5:19
2025/5/10 5:10,西雅圖,長榮航空,已到Arrived,2025/5/10 5:15
2025/5/10 5:15,舊金山,長榮航空,已到Arrived,2025/5/10 5:48
2025/5/10 5:15,紐約,長榮航空,已到Arrived,2025/5/10 5:35
2025/5/10 5:20,安大略,中華航空,已到Arrived,2025/5/10 5:04
2025/5/10 5:20,舊金山,長榮航空,已到Arrived,2025/5/10 5:04
2025/5/10 5:25,溫哥華,長榮航空,已到Arrived,2025/5/10 5:15
2025/5/10 5:25,洛杉磯,星宇航空,已到Arrived,2025/5/10 5:47
2025/5/10 5:30,紐約,中華航空,已到Arrived,2025/5/10 6:02
2025/5/10 5:30,溫哥華,中華航空,已到Arrived,2025/5/10 5:09
2025/5/10 5:30,墨爾本,中華航空,已到Arrived,2025/5/10 5:06
2025/5/10 5:30,維也納,中華航空,已到Arrived,2025/5/10 6:00
2025/5/10 5:40,雪梨,中華航空,已到Arrived,2025/5/10 5:00
2025/5/10 5:45,奧克蘭(布里斯本),中華航空,已到Arrived,2025/5/10 5:35
2025/5/10 5:45,洛杉磯,長榮航空,已到Arrived,2025/5/10 5:33
2025/5/10 5:45,新加坡,酷航,已到Arrived,2025/5/10 5:42
2025/5/10 5:50,舊金山,中華航空,已到Arrived,2025/5/10 5:26
2025/5/10 5:50,羅馬,中華航空,已到Arrived,2025/5/10 5:50
2025/5/10 5:50,多倫多,長榮航空,已到Arrived,2025/5/10 5:10
2025/5/10 5:55,米蘭,長榮航空,已到Arrived,2025/5/10 6:46
2025/5/10 6:00,阿姆斯特丹,中華航空,已到Arrived,2025/5/10 10:21
2025/5/10 6:05,休士頓,長榮航空,已到Arrived,2025/5/10 6:19
2025/5/10 6:10,法蘭克福,中華航空,已到Arrived,2025/5/10 6:48
2025/5/10 6:15,胡志明市,長榮航空,已到Arrived,2025/5/10 6:21
2025/5/10 6:25,曼谷,泰越捷,已到Arrived,2025/5/10 6:22
2025/5/10 6:30,曼谷,長榮航空,已到Arrived,2025/5/10 5:54
2025/5/10 6:45,巴黎,長榮航空,已到Arrived,2025/5/10 9:06
2025/5/10 6:55,新加坡,中華航空,已到Arrived,2025/5/10 6:59
2025/5/10 7:25,曼谷,中華航空,已到Arrived,2025/5/10 7:33
2025/5/10 7:55,曼谷/廊曼,泰國獅子航空,已到Arrived,2025/5/10 7:29
2025/5/10 8:00,羽田,臺灣虎航,已到Arrived,2025/5/10 7:48
2025/5/10 8:05,馬尼拉,長榮航空,已到Arrived,2025/5/10 7:49
2025/5/10 8:45,馬尼拉,菲律賓航空,已到Arrived,2025/5/10 10:46
2025/5/10 8:45,琉球(沖繩),樂桃航空,取消Cancelled,
2025/5/10 8:55,香港,國泰航空,已到Arrived,2025/5/10 8:22
2025/5/10 8:55,澳門,澳門航空,已到Arrived,2025/5/10 8:58
2025/5/10 9:15,亞庇,亞洲航空,已到Arrived,2025/5/10 8:47
2025/5/10 9:15,馬尼拉,宿霧太平洋航空,已到Arrived,2025/5/10 9:42
2025/5/10 9:25,關島,聯合航空,已到Arrived,2025/5/10 8:50
2025/5/10 9:25,仁川,真航空,已到Arrived,2025/5/10 9:39
2025/5/10 9:50,香港,大灣區航空,已到Arrived,2025/5/10 10:27
2025/5/10 9:55,香港,國泰航空,已到Arrived,2025/5/10 9:36
2025/5/10 9:55,大阪/關西,樂桃航空,已到Arrived,2025/5/10 9:56
2025/5/10 10:00,香港,中華航空,已到Arrived,2025/5/10 9:36
2025/5/10 10:00,廣州,海南航空,已到Arrived,2025/5/10 9:45
2025/5/10 10:00,馬尼拉,菲律賓亞洲航空,已到Arrived,2025/5/10 9:23
2025/5/10 10:05,香港,國泰航空,已到Arrived,2025/5/10 10:09
2025/5/10 10:10,廈門,廈門航空,已到Arrived,2025/5/10 11:06
2025/5/10 10:20,寧波,中國東方航空,已到Arrived,2025/5/10 10:04
2025/5/10 10:25,福州,廈門航空,已到Arrived,2025/5/10 11:04
2025/5/10 10:30,釜山,大韓航空,已到Arrived,2025/5/10 10:24
2025/5/10 10:35,香港,國泰航空,已到Arrived,2025/5/10 10:07
2025/5/10 10:40,琉球(沖繩),臺灣虎航,已到Arrived,2025/5/10 11:01
2025/5/10 10:50,鄭州,中國南方航空,已到Arrived,2025/5/10 10:34
2025/5/10 10:50,仁川,濟州航空,已到Arrived,2025/5/10 10:55
2025/5/10 10:55,琉球(沖繩),長榮航空,已到Arrived,2025/5/10 10:37
2025/5/10 11:00,香港,國泰航空,已到Arrived,2025/5/10 10:31
2025/5/10 11:10,曼谷/廊曼,泰國獅子航空,已到Arrived,2025/5/10 11:04
2025/5/10 11:15,深圳,中國南方航空,已到Arrived,2025/5/10 10:41
2025/5/10 11:15,香港,香港航空,已到Arrived,2025/5/10 10:49
2025/5/10 11:20,杭州,中國國際航空,已到Arrived,2025/5/10 11:25
2025/5/10 11:30,東京,日本航空,已到Arrived,2025/5/10 11:46
2025/5/10 11:35,濟州,臺灣虎航,已到Arrived,2025/5/10 11:15
2025/5/10 11:40,北京,中國國際航空,已到Arrived,2025/5/10 11:34
2025/5/10 11:45,釜山,中華航空,已到Arrived,2025/5/10 11:41
2025/5/10 11:45,新加坡,酷航,已到Arrived,2025/5/10 11:29
2025/5/10 11:50,香港,國泰航空,已到Arrived,2025/5/10 11:28
2025/5/10 11:50,仁川,韓亞航空,已到Arrived,2025/5/10 12:11
2025/5/10 11:55,香港,長榮航空,已到Arrived,2025/5/10 11:59
2025/5/10 12:00,名古屋,中華航空,已到Arrived,2025/5/10 12:18
2025/5/10 12:00,長灘島,菲律賓皇家航空,已到Arrived,2025/5/10 12:01
2025/5/10 12:05,東京,中華航空,已到Arrived,2025/5/10 12:47
2025/5/10 12:05,香港,中華航空,已到Arrived,2025/5/10 11:50
2025/5/10 12:05,克拉克,星宇航空,已到Arrived,2025/5/10 11:46
2025/5/10 12:10,仁川,大韓航空,已到Arrived,2025/5/10 12:38
2025/5/10 12:10,東京,捷星日本航空,已到Arrived,2025/5/10 12:10
2025/5/10 12:15,清州,可依航空,已到Arrived,2025/5/10 12:15
2025/5/10 12:20,曼谷/廊曼,泰國亞洲航空,已到Arrived,2025/5/10 11:56
2025/5/10 12:20,吉隆坡,馬來西亞峇迪航空,已到Arrived,2025/5/10 12:07
2025/5/10 12:25,琉球(沖繩),中華航空,已到Arrived,2025/5/10 14:03
2025/5/10 12:25,福岡,臺灣虎航,已到Arrived,2025/5/10 12:32
2025/5/10 12:30,福岡,中華航空,已到Arrived,2025/5/10 12:28
2025/5/10 12:35,釜山,釜山航空,已到Arrived,2025/5/10 12:23
2025/5/10 12:45,名古屋,日本航空,已到Arrived,2025/5/10 12:40
2025/5/10 12:45,香港,香港快運航空,已到Arrived,2025/5/10 12:47
2025/5/10 12:50,馬尼拉,中華航空,已到Arrived,2025/5/10 13:14
2025/5/10 12:50,澳門,星宇航空,已到Arrived,2025/5/10 13:07
2025/5/10 12:55,香港,中華航空,已到Arrived,2025/5/10 13:49
2025/5/10 13:00,香港,長榮航空,已到Arrived,2025/5/10 13:04
2025/5/10 13:00,富國島,越捷航空,已到Arrived,2025/5/10 12:35
2025/5/10 13:05,曼谷,泰國國際航空,已到Arrived,2025/5/10 12:54
2025/5/10 13:05,大阪/關西,長榮航空,已到Arrived,2025/5/10 13:14
2025/5/10 13:10,新加坡,新加坡航空,已到Arrived,2025/5/10 12:56
2025/5/10 13:10,大阪/關西,臺灣虎航,已到Arrived,2025/5/10 13:32
2025/5/10 13:15,濟州,德威航空,已到Arrived,2025/5/10 13:31
2025/5/10 13:20,香港,星宇航空,已到Arrived,2025/5/10 13:18
2025/5/10 13:20,熊本,星宇航空,已到Arrived,2025/5/10 14:48
2025/5/10 13:25,釜山,中華航空,已到Arrived,2025/5/10 13:29
2025/5/10 13:25,上海/浦東,中國國際航空,已到Arrived,2025/5/10 13:16
2025/5/10 13:30,鹿兒島,中華航空,已到Arrived,2025/5/10 13:51
2025/5/10 13:30,廈門,華信,已到Arrived,2025/5/10 13:59
2025/5/10 13:30,廣州,中國南方航空,已到Arrived,2025/5/10 13:02
2025/5/10 13:35,仁川,長榮航空,已到Arrived,2025/5/10 13:54
2025/5/10 13:40,峴港,中華航空,已到Arrived,2025/5/10 13:20
2025/5/10 13:40,澳門,澳門航空,取消Cancelled,
2025/5/10 13:40,琉球(沖繩),樂桃航空,已到Arrived,2025/5/10 14:05
2025/5/10 13:40,宿霧,星宇航空,已到Arrived,2025/5/10 13:44
2025/5/10 13:45,福岡,長榮航空,已到Arrived,2025/5/10 15:20
2025/5/10 13:55,小松,長榮航空,已到Arrived,2025/5/10 13:56
2025/5/10 14:00,西雅圖,達美航空,已到Arrived,2025/5/10 14:11
2025/5/10 14:00,克拉克,長榮航空,已到Arrived,2025/5/10 14:19
2025/5/10 14:00,曼谷,泰越捷,已到Arrived,2025/5/10 13:24
2025/5/10 14:05,上海/浦東,中華航空,已到Arrived,2025/5/10 15:01
2025/5/10 14:10,仁川,中華航空,已到Arrived,2025/5/10 14:24
2025/5/10 14:10,吉隆坡,馬來西亞國際航空,已到Arrived,2025/5/10 13:54
2025/5/10 14:25,上海/浦東,中國東方航空,已到Arrived,2025/5/10 14:19
2025/5/10 14:25,吉隆坡,全亞洲航空,已到Arrived,2025/5/10 14:22
2025/5/10 14:25,香港,香港快運航空,已到Arrived,2025/5/10 14:01
2025/5/10 14:30,名古屋,中華航空,已到Arrived,2025/5/10 14:47
2025/5/10 14:30,新加坡,酷航,已到Arrived,2025/5/10 14:51
2025/5/10 14:30,大阪/關西,泰越捷,已到Arrived,2025/5/10 14:30
2025/5/10 14:35,濟州,臺灣虎航,已到Arrived,2025/5/10 15:02
2025/5/10 14:45,香港,香港航空,已到Arrived,2025/5/10 14:14
2025/5/10 14:55,宿霧,中華航空,已到Arrived,2025/5/10 14:57
2025/5/10 14:55,馬尼拉,長榮航空,已到Arrived,2025/5/10 16:07
2025/5/10 15:00,澳門,長榮航空,已到Arrived,2025/5/10 15:42
2025/5/10 15:05,大阪/關西,長榮航空,已到Arrived,2025/5/10 15:57
2025/5/10 15:05,上海/浦東,長榮航空,已到Arrived,2025/5/10 15:37
2025/5/10 15:10,大阪/關西,中華航空,已到Arrived,2025/5/10 15:25
2025/5/10 15:10,香港,國泰航空,已到Arrived,2025/5/10 14:38
2025/5/10 15:10,宿霧,長榮航空,已到Arrived,2025/5/10 15:14
2025/5/10 15:15,河內,中華航空,已到Arrived,2025/5/10 16:02
2025/5/10 15:20,胡志明市,中華航空,已到Arrived,2025/5/10 15:23
2025/5/10 15:20,馬尼拉,菲律賓航空,已到Arrived,2025/5/10 16:59
2025/5/10 15:20,香港,長榮航空,已到Arrived,2025/5/10 15:07
2025/5/10 15:20,札幌,臺灣虎航,已到Arrived,2025/5/10 15:40
2025/5/10 15:20,大阪/關西,星宇航空,已到Arrived,2025/5/10 16:05
2025/5/10 15:30,香港,國泰航空,已到Arrived,2025/5/10 14:43
2025/5/10 15:30,東京,酷航,已到Arrived,2025/5/10 15:35
2025/5/10 15:30,高知,臺灣虎航,已到Arrived,2025/5/10 16:23
2025/5/10 15:40,曼谷,中華航空,已到Arrived,2025/5/10 15:27
2025/5/10 15:40,釜山,釜山航空,已到Arrived,2025/5/10 15:44
2025/5/10 15:45,福岡,星宇航空,已到Arrived,2025/5/10 16:31
2025/5/10 15:50,仁川,韓亞航空,已到Arrived,2025/5/10 16:20
2025/5/10 15:55,大阪/關西,中華航空,已到Arrived,2025/5/10 16:48
2025/5/10 15:55,香港,中華航空,已到Arrived,2025/5/10 15:57
2025/5/10 15:55,河內,長榮航空,已到Arrived,2025/5/10 16:14
2025/5/10 15:55,名古屋,臺灣虎航,已到Arrived,2025/5/10 16:36
2025/5/10 16:00,清邁,中華航空,已到Arrived,2025/5/10 15:38
2025/5/10 16:00,胡志明市,星宇航空,已到Arrived,2025/5/10 15:49
2025/5/10 16:05,維也納(曼谷),長榮航空,已到Arrived,2025/5/10 15:46
2025/5/10 16:05,東京,長榮航空,已到Arrived,2025/5/10 16:10
2025/5/10 16:10,仰光,中華航空,已到Arrived,2025/5/10 16:17
2025/5/10 16:10,杜拜(DXB),阿聯酋航空,已到Arrived,2025/5/10 16:33
2025/5/10 16:20,札幌,長榮航空,已到Arrived,2025/5/10 16:56
2025/5/10 16:20,名古屋,泰國獅子航空,已到Arrived,2025/5/10 17:37
2025/5/10 16:25,東京,臺灣虎航,已到Arrived,2025/5/10 17:27
2025/5/10 16:25,琉球(沖繩),星宇航空,已到Arrived,2025/5/10 16:37
2025/5/10 16:30,深圳,深圳航空,已到Arrived,2025/5/10 16:05
2025/5/10 16:35,清邁,長榮航空,已到Arrived,2025/5/10 15:54
2025/5/10 16:35,上海/浦東,中國南方航空,已到Arrived,2025/5/10 16:28
2025/5/10 16:40,新加坡,新加坡航空,已到Arrived,2025/5/10 16:12
2025/5/10 16:45,峴港,長榮航空,已到Arrived,2025/5/10 16:57
2025/5/10 16:45,香港,香港快運航空,已到Arrived,2025/5/10 16:25
2025/5/10 16:50,南京,中國東方航空,已到Arrived,2025/5/10 16:43
2025/5/10 16:50,東京,星宇航空,已到Arrived,2025/5/10 17:22
2025/5/10 16:55,洛杉磯,長榮航空,已到Arrived,2025/5/10 16:50
2025/5/10 16:55,成都/天府,中國國際航空,已到Arrived,2025/5/10 16:45
2025/5/10 17:05,東京,長榮航空,已到Arrived,2025/5/10 18:08
2025/5/10 17:05,金邊,長榮航空,已到Arrived,2025/5/10 17:04
2025/5/10 17:05,北京,長榮航空,已到Arrived,2025/5/10 18:02
2025/5/10 17:05,奧克蘭,紐西蘭航空,已到Arrived,2025/5/10 17:36
2025/5/10 17:05,大阪/關西,星宇航空,已到Arrived,2025/5/10 17:57
2025/5/10 17:10,北京,中國國際航空,已到Arrived,2025/5/10 17:20
2025/5/10 17:15,胡志明市,長榮航空,已到Arrived,2025/5/10 17:43
2025/5/10 17:15,香港,長榮航空,已到Arrived,2025/5/10 17:07
2025/5/10 17:15,旭川,臺灣虎航,已到Arrived,2025/5/10 18:41
2025/5/10 17:15,琉球(沖繩),馬來西亞峇迪航空,已到Arrived,2025/5/10 17:50
2025/5/10 17:20,東京,中華航空,已到Arrived,2025/5/10 18:48
2025/5/10 17:20,舊金山,長榮航空,已到Arrived,2025/5/10 17:01
2025/5/10 17:20,琉球(沖繩),樂桃航空,已到Arrived,2025/5/10 17:12
2025/5/10 17:20,大阪/關西,捷星日本航空,已到Arrived,2025/5/10 18:41
2025/5/10 17:30,曼谷,長榮航空,已到Arrived,2025/5/10 17:54
2025/5/10 17:30,琉球(沖繩),泰國亞洲航空,已到Arrived,2025/5/10 17:29
2025/5/10 17:35,倫敦,中華航空,已到Arrived,2025/5/10 18:29
2025/5/10 17:40,香港,國泰航空,已到Arrived,2025/5/10 17:25
2025/5/10 17:40,上海/浦東,中國東方航空,已到Arrived,2025/5/10 17:28
2025/5/10 17:40,岡山,臺灣虎航,已到Arrived,2025/5/10 18:20
2025/5/10 17:45,新加坡,長榮航空,已到Arrived,2025/5/10 17:53
2025/5/10 17:50,仁川,大韓航空,已到Arrived,2025/5/10 17:52
2025/5/10 17:50,大阪/關西,樂桃航空,已到Arrived,2025/5/10 2:08
2025/5/10 17:55,大分,臺灣虎航,已到Arrived,2025/5/10 18:29
2025/5/10 17:55,伊斯坦堡,土耳其航空,已到Arrived,2025/5/10 18:12
2025/5/10 18:00,清邁,泰國亞洲航空,已到Arrived,2025/5/10 17:55
2025/5/10 18:00,胡志明市,越捷航空,已到Arrived,2025/5/10 18:01
2025/5/10 18:00,河內,越捷航空,已到Arrived,2025/5/10 17:42
2025/5/10 18:00,曼谷,星宇航空,已到Arrived,2025/5/10 18:02
2025/5/10 18:10,曼谷,中華航空,已到Arrived,2025/5/10 19:19
2025/5/10 18:15,札幌,中華航空,已到Arrived,2025/5/10 19:14
2025/5/10 18:15,大阪/關西,國泰航空,已到Arrived,2025/5/10 18:56
2025/5/10 18:20,重慶,中國國際航空,已到Arrived,2025/5/10 17:44
2025/5/10 18:25,東京,國泰航空,已到Arrived,2025/5/10 18:46
2025/5/10 18:35,新加坡,中華航空,已到Arrived,2025/5/10 18:36
2025/5/10 18:45,舊金山,聯合航空,已到Arrived,2025/5/10 18:48
2025/5/10 18:45,琉球(沖繩),泰越捷,已到Arrived,2025/5/10 18:31
2025/5/10 18:50,名古屋,國泰航空,已到Arrived,2025/5/10 19:04
2025/5/10 18:50,新加坡,星宇航空,已到Arrived,2025/5/10 18:33
2025/5/10 18:55,仙台,長榮航空,已到Arrived,2025/5/10 19:12
2025/5/10 18:55,雅加達,星宇航空,已到Arrived,2025/5/10 19:02
2025/5/10 19:00,香港,長榮航空,已到Arrived,2025/5/10 18:57
2025/5/10 19:00,東京,星宇航空,已到Arrived,2025/5/10 19:27
2025/5/10 19:05,馬尼拉,中華航空,已到Arrived,2025/5/10 18:58
2025/5/10 19:15,札幌,長榮航空,已到Arrived,2025/5/10 19:52
2025/5/10 19:15,澳門,澳門航空,已到Arrived,2025/5/10 19:09
2025/5/10 19:25,香港,中華航空,已到Arrived,2025/5/10 19:04
2025/5/10 19:35,吉隆坡,中華航空,已到Arrived,2025/5/10 20:13
2025/5/10 19:35,札幌,星宇航空,已到Arrived,2025/5/10 20:31
2025/5/10 19:40,廣州,中華航空,已到Arrived,2025/5/10 20:52
2025/5/10 19:40,東京,樂桃航空,已到Arrived,2025/5/10 19:56
2025/5/10 19:50,新加坡,長榮航空,已到Arrived,2025/5/10 20:40
2025/5/10 19:55,檳城,中華航空,已到Arrived,2025/5/10 20:21
2025/5/10 19:55,西雅圖,達美航空,已到Arrived,2025/5/10 20:02
2025/5/10 20:00,曼谷,長榮航空,已到Arrived,2025/5/10 19:30
2025/5/10 20:05,香港,國泰航空,已到Arrived,2025/5/10 19:46
2025/5/10 20:10,胡志明市,長榮航空,已到Arrived,2025/5/10 20:03
2025/5/10 20:10,仙台,星宇航空,已到Arrived,2025/5/10 20:24
2025/5/10 20:20,東京,泰國獅子航空,已到Arrived,2025/5/10 20:36
2025/5/10 20:25,吉隆坡,長榮航空,已到Arrived,2025/5/10 21:19
2025/5/10 20:30,大阪/關西,長榮航空,已到Arrived,2025/5/10 20:26
2025/5/10 20:30,琉球(沖繩),長榮航空,已到Arrived,2025/5/10 21:04
2025/5/10 20:30,香港,香港快運航空,已到Arrived,2025/5/10 20:08
2025/5/10 20:35,東京,中華航空,已到Arrived,2025/5/10 22:00
2025/5/10 20:35,福岡,中華航空,已到Arrived,2025/5/10 20:33
2025/5/10 20:45,福岡,長榮航空,已到Arrived,2025/5/10 20:44
2025/5/10 20:45,東京,日本航空,已到Arrived,2025/5/10 21:02
2025/5/10 20:55,高松,中華航空,已到Arrived,2025/5/10 20:55
2025/5/10 20:55,雅加達,長榮航空,已到Arrived,2025/5/10 21:24
2025/5/10 20:55,花卷,臺灣虎航,已到Arrived,2025/5/10 22:26
2025/5/10 21:00,大阪/關西,中華航空,已到Arrived,2025/5/10 21:32
2025/5/10 21:05,峇里島,中華航空,已到Arrived,2025/5/10 21:03
2025/5/10 21:05,胡志明市,越南航空,已到Arrived,2025/5/10 21:07
2025/5/10 21:10,雅加達,中華航空,已到Arrived,2025/5/10 22:12
2025/5/10 21:10,河內,越南航空,已到Arrived,2025/5/10 21:01
2025/5/10 21:20,帛琉,中華航空,已到Arrived,2025/5/10 21:22
2025/5/10 21:20,香港,國泰航空,已到Arrived,2025/5/10 21:32
2025/5/10 21:25,釜山,中華航空,已到Arrived,2025/5/10 21:17
2025/5/10 21:25,仁川,長榮航空,已到Arrived,2025/5/10 21:52
2025/5/10 21:25,馬尼拉,長榮航空,已到Arrived,2025/5/10 21:34
2025/5/10 21:30,洛杉磯,中華航空,已到Arrived,2025/5/10 21:52
2025/5/10 21:30,琉球(沖繩),中華航空,已到Arrived,2025/5/10 21:54
2025/5/10 21:30,倫敦(曼谷),長榮航空,已到Arrived,2025/5/10 23:01
2025/5/10 21:30,香港,長榮航空,已到Arrived,2025/5/10 21:30
2025/5/10 21:40,河內,中華航空,已到Arrived,2025/5/10 21:38
2025/5/10 21:40,河內,星宇航空,已到Arrived,2025/5/10 21:39
2025/5/10 21:45,大阪/關西,臺灣虎航,已到Arrived,2025/5/10 22:55
2025/5/10 21:45,名古屋,星宇航空,已到Arrived,2025/5/10 22:52
2025/5/10 21:50,上海/浦東,中華航空,已到Arrived,2025/5/10 21:29
2025/5/10 21:55,河內,長榮航空,已到Arrived,2025/5/10 21:55
2025/5/10 22:00,峇里島,長榮航空,已到Arrived,2025/5/10 22:23
2025/5/10 22:00,上海/浦東,長榮航空,已到Arrived,2025/5/10 23:24
2025/5/10 22:05,香港,中華航空,已到Arrived,2025/5/10 21:43
2025/5/10 22:05,香港,星宇航空,已到Arrived,2025/5/10 22:15
2025/5/10 22:05,吉隆坡,星宇航空,已到Arrived,2025/5/10 22:03
2025/5/10 22:10,胡志明市,中華航空,已到Arrived,2025/5/10 21:54
2025/5/10 22:10,曼谷,泰國國際航空,已到Arrived,2025/5/10 23:19
2025/5/10 22:10,澳門,長榮航空,已到Arrived,2025/5/10 21:45
2025/5/10 22:10,琉球(沖繩),臺灣虎航,已到Arrived,2025/5/10 22:18
2025/5/10 22:10,釜山,臺灣虎航,已到Arrived,2025/5/10 23:06
2025/5/10 22:20,仁川,中華航空,已到Arrived,2025/5/10 22:40
2025/5/10 22:20,曼谷,中華航空,已到Arrived,2025/5/10 23:50
2025/5/10 22:20,清邁,星宇航空,已到Arrived,2025/5/10 21:36
2025/5/10 22:25,福岡,中華航空,已到Arrived,2025/5/10 22:24
2025/5/10 22:30,札幌,酷航,已到Arrived,2025/5/10 23:16
2025/5/10 22:30,峴港,臺灣虎航,已到Arrived,2025/5/10 21:58
2025/5/10 22:35,東京,臺灣虎航,已到Arrived,2025/5/10 23:11
2025/5/10 22:40,澳門,星宇航空,已到Arrived,2025/5/10 22:26
2025/5/10 22:40,曼谷,星宇航空,已到Arrived,00:03
2025/5/10 22:45,東京,中華航空,已到Arrived,2025/5/10 23:21
2025/5/10 22:55,香港,長榮航空,已到Arrived,2025/5/10 23:02
2025/5/10 22:55,胡志明市,星宇航空,已到Arrived,2025/5/10 23:08
2025/5/10 23:00,大阪/關西,全亞洲航空,已到Arrived,2025/5/10 23:31
2025/5/10 23:10,香港,中華航空,已到Arrived,2025/5/10 22:44
2025/5/10 23:20,東京,長榮航空,已到Arrived,2025/5/10 23:30
2025/5/10 23:20,東京,星宇航空,已到Arrived,2025/5/10 23:54
2025/5/10 23:30,釜山,濟州航空,已到Arrived,2025/5/10 23:27
2025/5/10 23:35,北京,中華航空,已到Arrived,2025/5/10 23:39
2025/5/10 23:50,濟州,易斯達航空,已到Arrived,2025/5/10 23:24
2025/5/11 0:05,大邱,真航空,已到Arrived,2025/5/11 0:33
2025/5/11 0:10,釜山,真航空,已到Arrived,2025/5/10 23:40
2025/5/11 0:15,大邱,德威航空,已到Arrived,2025/5/11 0:13
2025/5/11 0:20,東京,酷航,已到Arrived,2025/5/11 0:26
2025/5/11 0:20,釜山,易斯達航空,已到Arrived,2025/5/10 23:13
2025/5/11 0:35,香港,國泰航空,已到Arrived,2025/5/11 0:20
2025/5/11 0:55,名古屋,樂桃航空,已到Arrived,2025/5/11 0:45
2025/5/11 1:00,馬尼拉,宿霧太平洋航空,已到Arrived,2025/5/11 0:34
2025/5/11 1:00,東京,樂桃航空,已到Arrived,2025/5/11 0:42
2025/5/11 1:30,馬尼拉,菲律賓亞洲航空,已到Arrived,2025/5/11 1:53
2025/5/11 1:30,大阪/關西,捷星日本航空,已到Arrived,2025/5/11 1:41
2025/5/11 1:30,富國島,星宇航空,已到Arrived,2025/5/11 0:43
2025/5/11 1:40,東京,捷星日本航空,已到Arrived,2025/5/11 1:30
2025/5/11 1:45,普吉,臺灣虎航,已到Arrived,2025/5/11 2:08
2025/5/11 2:15,仁川,臺灣虎航,已到Arrived,2025/5/11 1:56
2025/5/11 4:05,舊金山,聯合航空,已到Arrived,2025/5/11 4:07
2025/5/11 4:55,胡志明市,越捷航空,已到Arrived,2025/5/11 5:13
2025/5/11 4:55,西雅圖,星宇航空,已到Arrived,2025/5/11 5:28
2025/5/11 5:00,洛杉磯,中華航空,已到Arrived,2025/5/11 7:30
2025/5/11 5:00,芝加哥,長榮航空,已到Arrived,2025/5/11 5:38
2025/5/11 5:05,安大略,中華航空,已到Arrived,2025/5/11 5:40
2025/5/11 5:10,洛杉磯,長榮航空,已到Arrived,2025/5/11 5:38
2025/5/11 5:10,西雅圖,長榮航空,已到Arrived,2025/5/11 5:54
2025/5/11 5:15,紐約,長榮航空,已到Arrived,2025/5/11 6:44
2025/5/11 5:15,布里斯本,長榮航空,已到Arrived,2025/5/11 4:43
2025/5/11 5:20,舊金山,長榮航空,已到Arrived,2025/5/11 6:19
2025/5/11 5:25,溫哥華,長榮航空,已到Arrived,2025/5/11 5:24
2025/5/11 5:25,舊金山,星宇航空,已到Arrived,2025/5/11 5:51
2025/5/11 5:30,溫哥華,中華航空,已到Arrived,2025/5/11 5:53
2025/5/11 5:30,多倫多,長榮航空,已到Arrived,2025/5/11 6:21
2025/5/11 5:40,舊金山,長榮航空,已到Arrived,2025/5/11 6:11
2025/5/11 5:40,洛杉磯,星宇航空,已到Arrived,2025/5/11 6:12
2025/5/11 5:45,奧克蘭(布里斯本),中華航空,已到Arrived,2025/5/11 5:36
2025/5/11 5:45,洛杉磯,長榮航空,已到Arrived,2025/5/11 6:11
2025/5/11 5:45,新加坡,酷航,已到Arrived,2025/5/11 5:52
2025/5/11 5:50,舊金山,中華航空,已到Arrived,2025/5/11 5:55
2025/5/11 6:00,阿姆斯特丹,中華航空,已到Arrived,2025/5/11 6:38
2025/5/11 6:05,休士頓,長榮航空,已到Arrived,2025/5/11 7:20
2025/5/11 6:10,法蘭克福,中華航空,已到Arrived,2025/5/11 6:34
2025/5/11 6:15,胡志明市,長榮航空,已到Arrived,2025/5/11 6:02
2025/5/11 6:20,曼谷,長榮航空,已到Arrived,2025/5/11 5:58
2025/5/11 6:30,馬尼拉,中華航空,已到Arrived,2025/5/11 5:55
2025/5/11 6:30,維也納,長榮航空,已到Arrived,2025/5/11 7:27
2025/5/11 6:35,慕尼黑,長榮航空,已到Arrived,2025/5/11 7:02
2025/5/11 6:45,巴黎,長榮航空,已到Arrived,2025/5/11 7:44
